GaiaDR3;Cluster;Pmemb;Note;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;Plx;e_Plx;Gmag;BPmag;RPmag;Gmagcor;(G-RP)cor;_RA.icrs;_DE.icrs
 342929297224259328; NGC_752; 1.00;  N;028.9141;+37.8812; 9.576; 0.027;-11.767; 0.023; 2.293; 0.025; 8.659; 9.159; 8.001; 8.581; 0.638;028.9140;+37.8813
 343121849197470208; NGC_752; 1.00;  N;028.9146;+38.1272;10.023; 0.045;-11.358; 0.049; 2.261; 0.048;15.925;16.766;15.027;15.847; 0.878;028.9145;+38.1273
 342925929969322112; NGC_752; 1.00;  N;028.9193;+37.8271; 9.910; 0.030;-11.996; 0.030; 2.280; 0.031;14.644;15.198;13.949;14.673; 0.702;028.9192;+37.8272
 342536702852966784; NGC_752; 1.00;  N;028.9267;+37.6318; 9.634; 0.029;-11.733; 0.030; 2.259; 0.025; 8.890; 9.391; 8.230; 8.887; 0.660;028.9266;+37.6319
 342929709540532480; NGC_752; 1.00;  N;028.9365;+37.9118; 9.926; 0.021;-11.659; 0.020; 2.223; 0.024;13.653;14.050;13.088;13.575; 0.545;028.9364;+37.9119
 343121986636727296; NGC_752; 1.00;  N;028.9373;+38.1392; 9.565; 0.023;-11.803; 0.028; 2.302; 0.024;10.306;10.505; 9.967;10.228; 0.319;028.9372;+38.1393
 342549068062416256; NGC_752; 1.00;  N;028.9476;+37.7073; 9.731; 0.022;-11.911; 0.021; 2.262; 0.023; 9.772;10.016; 9.369; 9.768; 0.401;028.9475;+37.7074
 343120371728727168; NGC_752; 1.00;  N;028.9496;+38.0615; 9.712; 0.044;-11.895; 0.048; 2.288; 0.043;15.783;16.678;14.847;15.705; 0.916;028.9495;+38.0616
 343178783284209536; NGC_752; 1.00;  N;028.9508;+38.7808; 9.875; 0.033;-11.658; 0.046; 2.321; 0.051;10.438;10.631;10.110;10.542; 0.355;028.9507;+38.7809
 342924830457696640; NGC_752; 1.00;  N;028.9710;+37.7894;10.088; 0.046;-11.463; 0.047; 2.295; 0.048;15.827;16.659;14.925;15.815; 0.899;028.9709;+37.7895
 342929881339221504; NGC_752; 0.76;  N;028.9715;+37.9435; 9.159; 0.034;-11.275; 0.034; 2.162; 0.037;14.957;15.573;14.203;14.946; 0.751;028.9714;+37.9435
 342925792530368256; NGC_752; 1.00;  N;028.9730;+37.8240; 9.944; 0.021;-11.980; 0.018; 2.246; 0.020;13.658;14.059;13.094;13.646; 0.561;028.9729;+37.8241
 342932355240967552; NGC_752; 1.00;  N;028.9918;+38.0174; 9.510; 0.026;-11.579; 0.028; 2.249; 0.028;14.614;15.155;13.928;14.536; 0.667;028.9917;+38.0175
 342924486860314752; NGC_752; 1.00;  N;029.0039;+37.7538; 9.712; 0.058;-11.654; 0.060; 2.222; 0.055;16.111;16.988;15.183;16.100; 0.925;029.0038;+37.7539
 343133600227951616; NGC_752; 1.00;  N;029.0121;+38.3459; 9.556; 0.023;-11.574; 0.025; 2.244; 0.021;14.531;15.053;13.858;14.636; 0.700;029.0120;+38.3460
 342535706420556544; NGC_752; 1.00;  N;029.0123;+37.6090; 9.763; 0.024;-11.432; 0.022; 2.270; 0.019;14.050;14.496;13.441;14.046; 0.608;029.0122;+37.6091
 342931530606658304; NGC_752; 1.00;  N;029.0154;+37.9895; 9.556; 0.019;-11.889; 0.022; 2.257; 0.018;11.336;11.556;10.969;11.258; 0.347;029.0153;+37.9896
 342924521220052224; NGC_752; 1.00;  N;029.0160;+37.7665; 9.892; 0.122;-11.993; 0.117; 2.273; 0.118;17.353;18.463;16.297;17.433; 1.077;029.0159;+37.7666
 342924688723126528; NGC_752; 1.00;  N;029.0197;+37.7799; 9.734; 0.055;-11.905; 0.057; 2.331; 0.062;16.026;16.874;15.114;16.107; 0.933;029.0196;+37.7800
 349844018475075584; NGC_752; 1.00;  N;029.0219;+45.1922; 9.763; 0.015;-12.325; 0.017; 2.187; 0.017;12.296;12.587;11.842;12.322; 0.461;029.0218;+45.1923
 342532339166204928; NGC_752; 1.00;  N;029.0315;+37.5579;10.044; 0.023;-11.918; 0.027; 2.282; 0.022;14.531;15.054;13.855;14.572; 0.686;029.0314;+37.5580
 342535873923364224; NGC_752; 0.99;  N;029.0374;+37.6227;10.169; 0.128;-11.775; 0.145; 2.091; 0.122;17.689;18.932;16.601;17.686; 1.087;029.0373;+37.6228
 342912800253322240; NGC_752; 1.00;  N;029.0430;+37.7500; 9.722; 0.025;-12.026; 0.029; 2.249; 0.029; 9.960;10.160; 9.610;10.040; 0.371;029.0429;+37.7501
 342912800253321600; NGC_752; 1.00;  N;029.0463;+37.7531; 9.767; 0.023;-12.033; 0.028; 2.279; 0.026;11.129;11.340;10.776;11.210; 0.373;029.0462;+37.7532
 342927888474397568; NGC_752; 1.00;  N;029.0476;+37.9182; 9.893; 0.023;-11.840; 0.025; 2.286; 0.028;14.379;15.017;13.611;14.368; 0.766;029.0475;+37.9183
 342931736765085312; NGC_752; 0.98;  N;029.0501;+38.0135; 9.666; 0.034;-11.076; 0.033; 2.316; 0.038;14.969;15.716;14.126;14.997; 0.850;029.0500;+38.0135
 342932046002729600; NGC_752; 1.00;  N;029.0537;+38.0286; 9.966; 0.023;-11.845; 0.024; 2.268; 0.025;10.940;11.169;10.545;10.968; 0.402;029.0536;+38.0287
 342474443007226240; NGC_752; 1.00;  N;029.0571;+37.2658; 9.945; 0.022;-11.992; 0.030; 2.314; 0.018;12.769;13.083;12.289;12.734; 0.471;029.0570;+37.2659
 342913281289656320; NGC_752; 1.00;  N;029.0582;+37.7846; 9.481; 0.019;-11.738; 0.020; 2.269; 0.021;10.464;10.655;10.137;10.545; 0.348;029.0581;+37.7847
 342925242774554112; NGC_752; 1.00;  N;029.0604;+37.8186; 9.756; 0.029;-12.213; 0.028; 2.220; 0.029;14.506;15.186;13.709;14.586; 0.817;029.0603;+37.8187
 342536050017932288; NGC_752; 1.00;  N;029.0646;+37.6448; 9.672; 0.023;-12.231; 0.021; 2.296; 0.018; 9.938;10.190; 9.532; 9.935; 0.405;029.0645;+37.6449
 342928640093210368; NGC_752; 1.00;  N;029.0758;+37.9727; 9.800; 0.083;-11.987; 0.083; 2.291; 0.090;16.899;17.928;15.889;16.927; 1.017;029.0757;+37.9728
 342928438230207232; NGC_752; 1.00;  N;029.0900;+37.9635; 9.394; 0.112;-11.968; 0.113; 2.317; 0.124;17.434;18.599;16.362;17.422; 1.069;029.0899;+37.9636
 342532923281905408; NGC_752; 1.00;  N;029.0902;+37.6023; 9.691; 0.019;-12.090; 0.024; 2.292; 0.019; 9.102; 9.622; 8.425; 9.099; 0.676;029.0901;+37.6024
 342911292720927104; NGC_752; 1.00;  N;029.0941;+37.6550; 9.676; 0.022;-11.619; 0.025; 2.273; 0.021;13.996;14.438;13.388;13.993; 0.608;029.0940;+37.6551
 342908333487342592; NGC_752; 1.00;  N;029.0963;+37.6341; 9.562; 0.020;-11.773; 0.021; 2.315; 0.016;12.661;12.966;12.195;12.658; 0.465;029.0962;+37.6342
 342469804442558464; NGC_752; 1.00;  N;029.1012;+37.1579; 9.526; 0.088;-12.088; 0.128; 2.187; 0.078;16.952;18.150;15.862;16.916; 1.081;029.1011;+37.1580
 343159262656666112; NGC_752; 1.00;  N;029.1062;+38.5128; 9.874; 0.022;-11.937; 0.022; 2.197; 0.019;11.533;11.759;11.159;11.637; 0.400;029.1061;+38.5129
 342913178210782080; NGC_752; 1.00;  N;029.1120;+37.7918; 9.854; 0.169;-12.060; 0.171; 2.231; 0.148;17.828;19.174;16.717;17.869; 1.121;029.1119;+37.7919
 342531789410540544; NGC_752; 1.00;  N;029.1122;+37.5626; 9.460; 0.071;-11.522; 0.088; 2.153; 0.066;16.724;17.874;15.651;16.721; 1.071;029.1121;+37.5627
 342912254793586688; NGC_752; 1.00;  N;029.1326;+37.7495; 9.794; 0.059;-11.620; 0.066; 2.141; 0.057;16.197;17.076;15.267;16.238; 0.940;029.1325;+37.7496
 343154387869657600; NGC_752; 1.00;  N;029.1357;+38.3730; 9.778; 0.043;-11.540; 0.048; 2.310; 0.039;15.501;16.269;14.639;15.605; 0.889;029.1356;+38.3731
 342914694335000960; NGC_752; 0.61;  N;029.1391;+37.8180; 8.626; 0.068;-12.721; 0.069; 2.170; 0.070;16.257;17.205;15.297;16.298; 0.971;029.1391;+37.8181
 342908097265261568; NGC_752; 1.00;  N;029.1413;+37.6305;10.247; 0.033;-11.864; 0.036; 2.231; 0.030;14.960;15.565;14.212;15.079; 0.778;029.1412;+37.6306
 342912284857245952; NGC_752; 1.00;  N;029.1537;+37.7535; 9.892; 0.019;-12.043; 0.021; 2.272; 0.018;13.636;14.035;13.070;13.677; 0.577;029.1536;+37.7536
 342451215824120576; NGC_752; 1.00;  N;029.1612;+36.9095; 9.619; 0.023;-11.860; 0.023; 2.214; 0.020;11.467;11.704;11.077;11.559; 0.414;029.1611;+36.9096
 342915411593428736; NGC_752; 1.00;  N;029.1635;+37.8614; 9.721; 0.029;-11.886; 0.029; 2.267; 0.030;10.290;10.485; 9.960;10.188; 0.303;029.1634;+37.8615
 342477226146028928; NGC_752; 1.00;  N;029.1661;+37.2748; 9.279; 0.017;-11.579; 0.024; 2.234; 0.016;13.319;13.682;12.789;13.365; 0.542;029.1660;+37.2749
 342913938420759680; NGC_752; 1.00;  N;029.1906;+37.7952; 9.905; 0.064;-11.575; 0.066; 2.092; 0.065;16.096;16.960;15.172;16.136; 0.934;029.1905;+37.7953
 342907341351019904; NGC_752; 1.00;  N;029.1908;+37.6137; 9.806; 0.100;-12.086; 0.116; 2.308; 0.084;17.017;18.112;15.983;17.136; 1.064;029.1907;+37.6138
 342921527627318528; NGC_752; 1.00;  N;029.1932;+37.9182; 9.891; 0.093;-11.742; 0.111; 2.297; 0.089;17.093;18.171;16.036;16.991; 1.030;029.1931;+37.9183
 342908681380806528; NGC_752; 1.00;  N;029.1960;+37.6751; 9.761; 0.037;-11.243; 0.043; 2.200; 0.033;15.195;15.854;14.417;15.314; 0.809;029.1959;+37.6751
 342484269892379264; NGC_752; 1.00;  N;029.2026;+37.4864; 9.774; 0.023;-11.972; 0.036; 2.326; 0.023;10.415;10.610;10.082;10.534; 0.364;029.2025;+37.4865
 342907921170688896; NGC_752; 1.00;  N;029.2103;+37.6599;10.200; 0.057;-11.478; 0.067; 2.357; 0.053;15.904;16.904;14.908;16.023; 1.027;029.2102;+37.6600
 342914556896034176; NGC_752; 1.00;  N;029.2211;+37.8692; 9.462; 0.023;-11.507; 0.029; 2.261; 0.025;10.147;10.379; 9.766;10.046; 0.355;029.2210;+37.8693
 342921257045010432; NGC_752; 1.00;  N;029.2225;+37.8972; 9.499; 0.031;-11.925; 0.037; 2.169; 0.029;14.915;15.521;14.177;14.813; 0.711;029.2224;+37.8973
 342457160058842624; NGC_752; 1.00;  N;029.2232;+37.1040; 9.712; 0.028;-12.014; 0.033; 2.260; 0.028;14.859;15.443;14.133;14.966; 0.754;029.2231;+37.1041
 342483234804070784; NGC_752; 1.00;  N;029.2289;+37.4515; 9.699; 0.060;-11.919; 0.077; 2.272; 0.056;16.302;17.385;15.260;16.348; 1.054;029.2288;+37.4516
 342860131070506624; NGC_752; 1.00;  N;029.2305;+37.5782; 9.640; 0.089;-12.006; 0.117; 2.194; 0.080;16.688;17.715;15.688;16.807; 1.030;029.2304;+37.5783
 342907478789972864; NGC_752; 1.00;  N;029.2305;+37.6128; 9.914; 0.035;-12.050; 0.042; 2.270; 0.032;15.104;15.757;14.330;15.223; 0.805;029.2304;+37.6129
 342914075859711744; NGC_752; 1.00;  N;029.2324;+37.7998; 9.803; 0.026;-11.878; 0.026; 2.288; 0.026;11.096;11.300;10.748;11.137; 0.358;029.2323;+37.7999
 342907891106824960; NGC_752; 1.00;  N;029.2348;+37.6643; 9.739; 0.032;-11.940; 0.041; 2.142; 0.029;10.005;10.227; 9.629;10.125; 0.407;029.2347;+37.6644
 330411834081527552; NGC_752; 1.00;  N;029.2353;+36.6585; 9.617; 0.020;-12.063; 0.020; 2.187; 0.020;11.707;11.964;11.292;11.798; 0.438;029.2352;+36.6586
 342480004988278784; NGC_752; 1.00;  N;029.2400;+37.3890; 9.730; 0.021;-11.522; 0.028; 2.258; 0.022;10.805;10.990;10.481;10.851; 0.336;029.2399;+37.3891
 342858791040720128; NGC_752; 1.00;  N;029.2417;+37.4852;10.113; 0.104;-11.521; 0.139; 2.204; 0.092;17.054;18.147;16.008;17.196; 1.083;029.2416;+37.4853
 342911017843002240; NGC_752; 0.58;  N;029.2524;+37.7703; 9.641; 0.089;-11.434; 0.086; 2.439; 0.090;16.462;17.524;15.419;16.503; 1.054;029.2523;+37.7704
 342920501130956800; NGC_752; 1.00;  N;029.2604;+37.8854; 9.815; 0.022;-11.984; 0.026; 2.235; 0.020;11.208;11.427;10.840;11.107; 0.343;029.2603;+37.8855
 342964137998442368; NGC_752; 1.00;  N;029.2617;+38.2343; 9.529; 0.017;-11.765; 0.022; 2.299; 0.016;12.305;12.577;11.869;12.402; 0.461;029.2616;+38.2344
 342937195667536512; NGC_752; 1.00;  N;029.2630;+38.1340; 9.772; 0.021;-11.949; 0.039; 2.239; 0.019; 8.651; 9.153; 7.988; 8.755; 0.689;029.2629;+38.1341
 342921738081340928; NGC_752; 1.00;  N;029.2633;+37.9290; 9.295; 0.020;-12.254; 0.022; 2.250; 0.018;11.649;11.886;11.259;11.547; 0.364;029.2632;+37.9291
 342917133876421760; NGC_752; 1.00;  N;029.2826;+37.8244; 9.796; 0.054;-11.936; 0.057; 2.086; 0.056;15.794;16.562;14.912;15.611; 0.835;029.2825;+37.8245
 342923761009838976; NGC_752; 1.00;  N;029.2937;+38.0351; 9.985; 0.016;-12.079; 0.021; 2.342; 0.015;12.215;12.487;11.782;12.299; 0.454;029.2936;+38.0352
 342920737352871680; NGC_752; 1.00;  N;029.3112;+37.9030; 9.723; 0.016;-11.775; 0.019; 2.273; 0.015;13.242;13.607;12.712;13.059; 0.483;029.3111;+37.9031
 342921046590987392; NGC_752; 1.00;  N;029.3133;+37.9271; 9.317; 0.086;-12.302; 0.100; 2.303; 0.077;16.845;18.001;15.777;16.662; 1.021;029.3132;+37.9272
 330439429247433216; NGC_752; 1.00;  N;029.3189;+36.8226; 9.923; 0.023;-11.808; 0.019; 2.260; 0.017;13.365;13.744;12.819;13.457; 0.570;029.3188;+36.8227
 342855251987671040; NGC_752; 1.00;  N;029.3213;+37.4358; 9.617; 0.017;-11.828; 0.019; 2.241; 0.017;10.084;10.308; 9.703;10.216; 0.414;029.3212;+37.4359
 342922665794781568; NGC_752; 1.00;  N;029.3309;+37.9898; 9.577; 0.024;-11.988; 0.034; 2.314; 0.021;11.959;12.218;11.550;12.044; 0.431;029.3308;+37.9899
 342854392994216064; NGC_752; 1.00;  N;029.3365;+37.3877; 9.448; 0.032;-11.500; 0.035; 2.253; 0.030;15.139;15.787;14.367;15.277; 0.808;029.3364;+37.3878
 342861191926302848; NGC_752; 1.00;  N;029.3428;+37.6064; 9.833; 0.017;-11.892; 0.020; 2.247; 0.018;12.227;12.495;11.774;12.368; 0.489;029.3427;+37.6065
 342924448204603008; NGC_752; 1.00;  N;029.3500;+38.1029; 9.892; 0.017;-11.590; 0.023; 2.247; 0.016;12.518;12.810;12.063;12.622; 0.482;029.3499;+38.1030
 342466608986870272; NGC_752; 1.00;  N;029.3504;+37.2875; 9.436; 0.023;-12.237; 0.026; 2.226; 0.021;14.197;14.792;13.465;14.335; 0.767;029.3503;+37.2876
 342862875553475072; NGC_752; 1.00;  N;029.3584;+37.7221; 9.418; 0.029;-11.780; 0.032; 2.346; 0.034;10.338;10.557; 9.969;10.480; 0.405;029.3583;+37.7222
 342860921344487296; NGC_752; 1.00;  N;029.3645;+37.5862; 9.664; 0.021;-11.840; 0.025; 2.312; 0.022;10.661;10.860;10.321;10.803; 0.376;029.3644;+37.5863
 342919058020364544; NGC_752; 1.00;  N;029.3827;+37.8946; 9.923; 0.019;-11.910; 0.020; 2.307; 0.017;11.496;11.726;11.116;11.313; 0.333;029.3826;+37.8947
 342857725888824320; NGC_752; 1.00;  N;029.3873;+37.5415; 9.890; 0.098;-12.118; 0.107; 2.244; 0.099;17.193;18.422;16.171;17.335; 1.059;029.3872;+37.5416
 342916339307105152; NGC_752; 0.94;  N;029.3949;+37.8183;10.440; 0.108;-11.481; 0.130; 2.098; 0.123;16.869;17.962;15.848;16.686; 0.974;029.3948;+37.8184
 342922837593175424; NGC_752; 1.00;  N;029.3996;+37.9730; 9.599; 0.023;-11.488; 0.025; 2.306; 0.022;13.924;14.472;13.229;14.021; 0.719;029.3995;+37.9731
 342459256002883584; NGC_752; 1.00;  N;029.4020;+37.0856; 9.630; 0.016;-11.672; 0.017; 2.202; 0.014;13.021;13.437;12.442;13.147; 0.612;029.4019;+37.0857
 342948023281158528; NGC_752; 1.00;  N;029.4116;+38.1417; 9.911; 0.017;-11.553; 0.019; 2.303; 0.014;12.715;13.020;12.243;12.820; 0.499;029.4115;+38.1418
 342869236401143808; NGC_752; 1.00;  N;029.4123;+37.7701;10.060; 0.032;-11.636; 0.052; 2.332; 0.043; 8.772; 9.271; 8.111; 8.903; 0.694;029.4122;+37.7702
 342854805311070976; NGC_752; 1.00;  N;029.4189;+37.4469; 9.932; 0.036;-11.615; 0.041; 2.300; 0.035;15.507;16.262;14.655;15.639; 0.886;029.4188;+37.4470
 342868579270330112; NGC_752; 0.57;  N;029.4302;+37.7382; 9.238; 0.212;-12.453; 0.221; 2.051; 0.256;17.914;19.346;16.747;18.045; 1.201;029.4301;+37.7383
 342917988573805824; NGC_752; 1.00;  N;029.4332;+37.8617;10.165; 0.028;-11.052; 0.036; 2.278; 0.025;10.327;10.551; 9.955;10.424; 0.398;029.4331;+37.8617
 342948603100672896; NGC_752; 1.00;  N;029.4352;+38.1852; 9.692; 0.016;-11.615; 0.017; 2.278; 0.014;12.627;12.922;12.168;12.724; 0.484;029.4351;+38.1853
 342920020094927104; NGC_752; 1.00;  N;029.4364;+37.9884; 9.762; 0.020;-11.968; 0.024; 2.277; 0.018; 9.968;10.205; 9.580;10.065; 0.413;029.4363;+37.9885
 342867827651877504; NGC_752; 1.00;  N;029.4378;+37.7215; 9.542; 0.052;-11.683; 0.060; 2.326; 0.068;15.446;16.347;14.493;15.577; 0.986;029.4377;+37.7216
 342918405186719872; NGC_752; 1.00;  N;029.4404;+37.9082; 9.570; 0.079;-11.696; 0.090; 2.238; 0.074;16.552;17.606;15.520;16.649; 1.057;029.4403;+37.9083
 342946885113758720; NGC_752; 1.00;  N;029.4420;+38.0745; 9.876; 0.022;-11.803; 0.025; 2.289; 0.020;10.429;10.644;10.068;10.533; 0.388;029.4419;+38.0746
 342973312048548992; NGC_752; 1.00;  N;029.4636;+38.4669; 9.847; 0.033;-11.626; 0.037; 2.271; 0.028;14.895;15.497;14.159;15.000; 0.763;029.4635;+38.4670
 342867449694763136; NGC_752; 1.00;  N;029.4643;+37.6645; 9.894; 0.023;-11.670; 0.035; 2.290; 0.023;13.879;14.308;13.286;14.011; 0.627;029.4642;+37.6646
 342844600468774272; NGC_752; 1.00;  N;029.4667;+37.4627; 9.338; 0.018;-12.089; 0.025; 2.314; 0.018;12.484;12.779;12.027;12.617; 0.491;029.4666;+37.4628
 342841538155913984; NGC_752; 1.00;  N;029.4790;+37.3407; 9.694; 0.018;-11.713; 0.021; 2.281; 0.018;10.872;11.073;10.526;10.992; 0.376;029.4789;+37.3408
 342918061589341312; NGC_752; 1.00;  N;029.4800;+37.8794;10.065; 0.028;-11.938; 0.033; 2.295; 0.028;11.538;11.767;11.156;11.616; 0.402;029.4799;+37.8795
 342973483847241088; NGC_752; 1.00;  N;029.4823;+38.4634; 9.794; 0.032;-11.717; 0.034; 2.340; 0.027;15.038;15.667;14.281;15.142; 0.783;029.4822;+38.4635
 342841886049450624; NGC_752; 1.00;  N;029.4880;+37.3706;10.036; 0.036;-12.205; 0.041; 2.356; 0.035;15.237;15.951;14.424;15.357; 0.845;029.4879;+37.3707
 342870640854339200; NGC_752; 1.00;  N;029.4908;+37.8062; 9.525; 0.026;-11.909; 0.031; 2.207; 0.028;11.294;11.547;10.885;11.372; 0.430;029.4907;+37.8063
 342844321294719232; NGC_752; 1.00;  N;029.4927;+37.4351; 9.856; 0.013;-11.943; 0.014; 2.300; 0.013;12.495;12.784;12.045;12.615; 0.481;029.4926;+37.4352
  97398248977389952; NGC_752; 1.00;  N;029.4960;+20.9750; 8.953; 0.017;-13.111; 0.014; 2.259; 0.014;13.369;13.777;12.797;13.144; 0.514;029.4960;+20.9751
 342918645704887040; NGC_752; 1.00;  N;029.4973;+37.9149; 9.643; 0.025;-11.915; 0.031; 2.274; 0.028; 9.860;10.089; 9.473; 9.957; 0.411;029.4972;+37.9150
 342943797033352192; NGC_752; 1.00;  N;029.5116;+38.0417; 9.066; 0.016;-12.086; 0.021; 2.250; 0.014;12.736;13.042;12.243;12.841; 0.520;029.5115;+38.0418
 342864666555954048; NGC_752; 1.00;  N;029.5321;+37.6658; 9.784; 0.027;-11.899; 0.027; 2.236; 0.031;10.825;11.018;10.489;10.957; 0.370;029.5320;+37.6659
 342844806627202560; NGC_752; 1.00;  N;029.5386;+37.4765; 9.951; 0.017;-11.807; 0.018; 2.276; 0.017;13.393;13.766;12.856;13.513; 0.568;029.5385;+37.4766
 342843329158458624; NGC_752; 1.00;  N;029.5444;+37.4016; 9.708; 0.016;-12.185; 0.018; 2.277; 0.016;13.358;13.726;12.826;13.479; 0.563;029.5443;+37.4017
 342869957955643264; NGC_752; 1.00;  N;029.5463;+37.7982; 9.935; 0.036;-11.140; 0.046; 2.274; 0.034;14.982;15.614;14.221;15.060; 0.782;029.5462;+37.7982
 342864597836478080; NGC_752; 1.00;  N;029.5476;+37.6592; 9.682; 0.024;-11.522; 0.022; 2.195; 0.028;11.295;11.511;10.932;11.427; 0.397;029.5475;+37.6593
 342851163178793088; NGC_752; 1.00;  N;029.5511;+37.5439; 9.720; 0.020;-11.778; 0.020; 2.206; 0.018;11.063;11.308;10.661;11.183; 0.433;029.5510;+37.5440
 342837346268970112; NGC_752; 0.98;  N;029.5539;+37.2556; 9.782; 0.018;-12.672; 0.018; 2.301; 0.015;12.256;12.535;11.816;12.380; 0.472;029.5538;+37.2557
 342949500750043008; NGC_752; 1.00;  N;029.5558;+38.1948; 9.583; 0.019;-11.365; 0.021; 2.261; 0.016;12.806;13.125;12.316;12.903; 0.515;029.5557;+38.1949
 342866487622080640; NGC_752; 1.00;  N;029.5562;+37.7126; 9.663; 0.093;-12.019; 0.085; 2.354; 0.100;16.793;17.811;15.784;16.871; 1.029;029.5561;+37.7127
 342851128819053696; NGC_752; 1.00;  N;029.5639;+37.5554; 9.893; 0.015;-12.482; 0.015; 2.288; 0.015;13.084;13.429;12.572;13.205; 0.544;029.5638;+37.5555
 342863773202760192; NGC_752; 1.00;  N;029.5703;+37.6377; 9.769; 0.024;-11.646; 0.029; 2.306; 0.032;11.121;11.333;10.761;11.243; 0.391;029.5702;+37.6378
 342945789898166272; NGC_752; 1.00;  N;029.5768;+38.1150; 9.603; 0.017;-11.761; 0.021; 2.319; 0.016;12.438;12.728;11.984;12.555; 0.484;029.5767;+38.1151
 342972659213512960; NGC_752; 1.00;  N;029.5791;+38.5371; 9.565; 0.020;-11.656; 0.020; 2.239; 0.019;10.993;11.192;10.650;11.097; 0.369;029.5790;+38.5372
 342866380247065728; NGC_752; 0.94;  N;029.6106;+37.7283;10.489; 0.147;-11.470; 0.125; 2.119; 0.142;17.480;18.680;16.365;17.602; 1.146;029.6105;+37.7284
 342851674278775680; NGC_752; 1.00;  N;029.6150;+37.5895; 9.481; 0.020;-11.839; 0.019; 2.221; 0.020;11.807;12.055;11.399;11.927; 0.439;029.6149;+37.5896
 342893803614055168; NGC_752; 1.00;  N;029.6243;+37.8604; 9.545; 0.019;-11.892; 0.018; 2.266; 0.017; 9.053; 9.530; 8.412; 9.131; 0.662;029.6242;+37.8605
 342865250671630336; NGC_752; 1.00;  N;029.6434;+37.6708; 9.729; 0.020;-11.744; 0.020; 2.260; 0.021;13.444;13.823;12.901;13.566; 0.575;029.6433;+37.6709
 342866144024819840; NGC_752; 1.00;  N;029.6537;+37.7529; 9.436; 0.022;-11.662; 0.022; 2.301; 0.020; 9.498; 9.709; 9.134; 9.620; 0.396;029.6536;+37.7530
 342850372904927232; NGC_752; 1.00;  N;029.6588;+37.5376; 9.518; 0.026;-11.519; 0.028; 2.287; 0.024;11.399;11.617;11.032;11.520; 0.398;029.6587;+37.5377
 342847349247952512; NGC_752; 1.00;  N;029.6842;+37.4989; 9.806; 0.049;-11.802; 0.056; 2.268; 0.047;15.454;16.175;14.630;15.574; 0.854;029.6841;+37.4990
 342959224556389504; NGC_752; 1.00;  N;029.6998;+38.4355; 9.852; 0.026;-11.950; 0.030; 2.347; 0.025; 9.944;10.184; 9.554;10.048; 0.417;029.6997;+38.4356
 342890569502955136; NGC_752; 1.00;  N;029.7006;+37.8236; 9.627; 0.132;-11.956; 0.147; 2.112; 0.124;17.603;18.943;16.436;17.674; 1.185;029.7005;+37.8237
 342889611726120832; NGC_752; 1.00;  N;029.7031;+37.7836; 9.504; 0.036;-11.896; 0.041; 2.179; 0.033;15.103;15.742;14.335;15.225; 0.800;029.7030;+37.7837
 330823223229842816; NGC_752; 1.00;  N;029.7055;+37.1669; 9.878; 0.110;-12.443; 0.143; 2.265; 0.091;17.187;18.251;16.066;17.311; 1.152;029.7054;+37.1670
 342896414954288512; NGC_752; 0.66;  N;029.7083;+37.9962; 9.533; 0.026;-11.567; 0.031; 2.444; 0.026;14.281;14.815;13.591;14.385; 0.717;029.7082;+37.9963
 330829824594783744; NGC_752; 1.00;  N;029.7101;+37.3477; 9.683; 0.020;-11.890; 0.026; 2.290; 0.019;10.361;10.567;10.013;10.494; 0.382;029.7100;+37.3478
 342890127122193280; NGC_752; 1.00;  N;029.7205;+37.8158; 9.560; 0.025;-11.465; 0.028; 2.262; 0.024; 8.782; 9.299; 8.111; 8.854; 0.690;029.7204;+37.8159
 342896861630882816; NGC_752; 1.00;  N;029.7494;+38.0219; 9.058; 0.019;-11.805; 0.026; 2.275; 0.018;11.582;11.813;11.199;11.686; 0.410;029.7493;+38.0220
 342899537393760512; NGC_752; 1.00;  N;029.8117;+38.0153; 9.679; 0.022;-11.897; 0.032; 2.306; 0.019; 8.731; 9.234; 8.067; 8.836; 0.691;029.8116;+38.0154
 342899576050210304; NGC_752; 1.00;  N;029.8155;+38.0361; 9.778; 0.037;-11.664; 0.052; 2.242; 0.034;15.376;16.075;14.566;15.480; 0.836;029.8154;+38.0362
 342879716121465344; NGC_752; 1.00;  N;029.8252;+37.8303; 9.570; 0.023;-11.986; 0.028; 2.265; 0.021;13.812;14.236;13.223;13.883; 0.607;029.8251;+37.8304
 330835322152914560; NGC_752; 1.00;  N;029.8330;+37.3897;10.102; 0.018;-12.221; 0.024; 2.298; 0.019;12.655;13.026;12.111;12.788; 0.578;029.8329;+37.3898
 342906825954977792; NGC_752; 1.00;  N;029.8734;+38.2678; 9.762; 0.025;-11.978; 0.032; 2.301; 0.022;11.224;11.438;10.864;11.328; 0.386;029.8733;+38.2679
 342878307372199936; NGC_752; 1.00;  N;029.8813;+37.7460; 9.556; 0.038;-11.623; 0.041; 2.250; 0.031;14.982;15.591;14.239;15.104; 0.775;029.8812;+37.7461
 343048452500144768; NGC_752; 1.00;  N;029.9092;+38.3900; 9.727; 0.139;-11.869; 0.163; 2.182; 0.133;17.590;18.789;16.493;17.661; 1.115;029.9091;+38.3901
