GaiaDR3;Cluster;Pmemb;Note;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;Plx;e_Plx;Gmag;BPmag;RPmag;Gmagcor;(G-RP)cor;_RA.icrs;_DE.icrs
 446653131083570432;CWNU_483; 0.95;  N;050.8494;+54.3437; 0.293; 0.179; -1.071; 0.207; 0.429; 0.204;18.619;19.507;17.786;18.865; 0.896;050.8494;+54.3437
 446656571356549120;CWNU_483; 0.65;  N;050.8663;+54.4936; 0.049; 0.084; -1.367; 0.084; 0.301; 0.082;17.314;18.133;16.442;17.468; 0.912;050.8663;+54.4936
 446949350686758656;CWNU_483; 0.95;  N;050.8676;+55.2248; 0.373; 0.048; -1.130; 0.053; 0.431; 0.055;16.425;17.409;15.440;16.291; 0.951;050.8676;+55.2248
 446895676476698624;CWNU_483; 0.90;  N;050.8776;+54.9981; 0.444; 0.135; -0.922; 0.152; 0.489; 0.153;18.073;19.086;17.061;17.959; 0.982;050.8776;+54.9981
 446855720400229248;CWNU_483; 0.81;  N;050.8782;+54.7497; 0.527; 0.020; -1.199; 0.020; 0.481; 0.021;12.764;14.277;11.581;12.961; 1.234;050.8782;+54.7497
 234242469739364864; NGC_752; 0.94;  N;050.8814;+36.3828; 9.760; 0.020;-12.627; 0.018; 2.174; 0.020;12.917;13.331;12.334;12.636; 0.511;050.8813;+36.3829
 446870696946659840;CWNU_483; 0.70;  N;050.8949;+54.8926; 0.211; 0.091; -1.311; 0.103; 0.335; 0.095;17.485;18.375;16.558;17.442; 0.916;050.8949;+54.8926
 446900559858690688;CWNU_483; 0.59;  N;050.8964;+55.1578; 0.082; 0.020; -0.886; 0.023; 0.403; 0.023;14.693;15.463;13.807;14.559; 0.851;050.8964;+55.1578
 446899730926780416;CWNU_483; 0.95;  N;050.9076;+55.1239; 0.371; 0.143; -1.136; 0.166; 0.416; 0.158;18.375;19.600;17.284;18.242; 1.056;050.9076;+55.1239
 446858159941638400;CWNU_483; 0.95;  N;050.9114;+54.8033; 0.402; 0.034; -1.020; 0.036; 0.469; 0.037;15.680;16.241;14.948;15.876; 0.782;050.9114;+54.8033
 446895607757259136;CWNU_483; 0.90;  N;050.9127;+55.0128; 0.366; 0.129; -0.956; 0.158; 0.503; 0.154;18.190;19.221;17.200;17.973; 0.935;050.9127;+55.0128
 446655467545921408;CWNU_483; 0.66;  N;050.9163;+54.4314; 0.342; 0.108; -1.076; 0.128; 0.354; 0.116;17.739;18.854;16.708;17.985; 1.094;050.9163;+54.4314
 446651520475035392;CWNU_483; 0.51;  N;050.9252;+54.3382; 0.305; 0.041; -1.042; 0.040; 0.328; 0.046;15.700;16.198;14.890;15.945; 0.873;050.9252;+54.3382
 446851150555059072;CWNU_483; 0.92;  N;050.9369;+54.6171; 0.426; 0.089; -1.066; 0.092; 0.422; 0.086;17.294;18.094;16.407;17.543; 0.951;050.9369;+54.6171
 446950308461912576;CWNU_483; 0.89;  N;050.9418;+55.3224; 0.442; 0.129; -1.162; 0.139; 0.469; 0.133;18.083;19.196;17.055;17.950; 0.994;050.9418;+55.3224
 446894302086980352;CWNU_483; 0.63;  N;050.9498;+54.9194; 0.222; 0.119; -1.089; 0.148; 0.326; 0.138;18.125;19.373;17.005;18.083; 1.110;050.9498;+54.9194
 446857163509226112;CWNU_483; 0.93;  N;050.9559;+54.7874; 0.353; 0.060; -1.099; 0.063; 0.391; 0.065;16.836;17.659;15.956;17.033; 0.931;050.9559;+54.7874
 446902243485847168;CWNU_483; 0.66;  N;050.9687;+55.2169; 0.564; 0.071; -0.946; 0.079; 0.451; 0.075;17.178;18.022;16.279;17.024; 0.859;050.9687;+55.2169
 446858812776642688;CWNU_483; 0.65;  N;050.9707;+54.8757; 0.371; 0.028; -0.812; 0.031; 0.450; 0.031;15.326;15.907;14.548;15.283; 0.767;050.9707;+54.8757
 446857747624769792;CWNU_483; 0.91;  N;050.9708;+54.8129; 0.457; 0.162; -0.943; 0.176; 0.489; 0.173;18.389;19.964;17.035;18.586; 1.405;050.9708;+54.8129
 446857953783193728;CWNU_483; 0.95;  N;050.9821;+54.8337; 0.444; 0.034; -1.093; 0.037; 0.484; 0.039;15.744;16.457;14.903;15.940; 0.892;050.9821;+54.8337
 446894546904520960;CWNU_483; 0.60;  N;050.9881;+54.9672; 0.064; 0.066; -0.828; 0.085; 0.494; 0.073;17.007;18.201;15.945;17.014; 1.064;050.9881;+54.9672
 446894753062943488;CWNU_483; 0.88;  N;050.9882;+54.9892; 0.263; 0.182; -1.283; 0.264; 0.387; 0.242;18.655;19.076;17.308;18.661; 1.349;050.9882;+54.9892
 446851013116104192;CWNU_483; 0.58;  N;050.9899;+54.6091; 0.176; 0.023; -1.521; 0.021; 0.335; 0.021;14.516;15.041;13.813;14.629; 0.731;050.9899;+54.6091
 446894542605274240;CWNU_483; 0.54;  N;050.9923;+54.9725; 0.197; 0.153; -1.450; 0.179; 0.392; 0.167;18.438;19.771;17.315;18.445; 1.125;050.9923;+54.9725
 446900903456077312;CWNU_483; 0.66;  N;050.9926;+55.1222; 0.197; 0.019; -0.809; 0.024; 0.461; 0.020;14.131;14.795;13.321;14.018; 0.780;050.9926;+55.1222
 446896093092722176;CWNU_483; 0.84;  N;051.0042;+55.0550; 0.185; 0.055; -0.942; 0.060; 0.405; 0.057;16.511;17.315;15.611;16.398; 0.870;051.0042;+55.0550
 446663164127524224;CWNU_483; 0.63;  N;051.0067;+54.5846; 0.221; 0.067; -1.341; 0.063; 0.325; 0.065;16.804;17.473;16.005;16.918; 0.828;051.0067;+54.5846
 446657980105828608;CWNU_483; 0.81;  N;051.0230;+54.4109; 0.166; 0.065; -1.188; 0.065; 0.417; 0.069;17.058;17.963;16.117;17.172; 0.970;051.0230;+54.4109
 446663061048305664;CWNU_483; 0.55;  N;051.0355;+54.5764; 0.403; 0.310; -0.951; 0.265; 0.354; 0.297;18.861;19.882;17.866;18.975; 1.025;051.0355;+54.5764
 446662137634150784;CWNU_483; 0.79;  N;051.0365;+54.5374; 0.130; 0.121; -1.310; 0.119; 0.393; 0.126;17.886;18.729;16.954;18.050; 0.973;051.0365;+54.5374
 446902685864422016;CWNU_483; 0.51;  N;051.0369;+55.2430; 0.328; 0.132; -0.768; 0.150; 0.443; 0.136;18.108;19.596;16.962;17.974; 1.112;051.0369;+55.2430
 446882349197409920;CWNU_483; 0.94;  N;051.0434;+54.9129; 0.366; 0.051; -1.262; 0.060; 0.457; 0.057;16.525;17.255;15.680;16.560; 0.854;051.0434;+54.9129
 446663305865244800;CWNU_483; 0.70;  N;051.0436;+54.6080; 0.166; 0.088; -1.329; 0.083; 0.338; 0.088;17.273;18.119;16.382;17.386; 0.920;051.0436;+54.6080
 446901521931345920;CWNU_483; 0.65;  N;051.0524;+55.1803; 0.050; 0.038; -0.926; 0.045; 0.467; 0.037;15.482;16.247;14.608;15.349; 0.840;051.0524;+55.1803
 446854376070672896;CWNU_483; 0.75;  N;051.0578;+54.7741; 0.572; 0.083; -1.161; 0.089; 0.493; 0.089;17.362;18.437;16.345;17.535; 1.061;051.0578;+54.7741
 446896775989203712;CWNU_483; 0.57;  N;051.0588;+55.0502; 0.049; 0.145; -0.863; 0.178; 0.403; 0.188;18.305;19.782;17.095;18.192; 1.182;051.0588;+55.0502
 446663026687357696;CWNU_483; 0.89;  N;051.0588;+54.5884; 0.489; 0.172; -1.125; 0.161; 0.474; 0.178;18.332;19.298;17.371;18.445; 0.990;051.0588;+54.5884
 446897811079625344;CWNU_483; 0.61;  N;051.0599;+55.1016; 0.190; 0.070; -1.356; 0.086; 0.306; 0.076;16.998;18.911;15.707;16.885; 1.262;051.0599;+55.1016
 446854689608049408;CWNU_483; 0.96;  N;051.0679;+54.8087; 0.316; 0.078; -1.120; 0.086; 0.413; 0.081;17.343;18.224;16.410;17.516; 0.977;051.0679;+54.8087
 446881215326054400;CWNU_483; 0.97;  N;051.0685;+54.8621; 0.391; 0.050; -1.124; 0.057; 0.458; 0.055;16.551;17.488;15.595;16.754; 1.008;051.0685;+54.8621
 446908698818695168;CWNU_483; 0.69;  N;051.0820;+55.2830; 0.205; 0.178; -0.895; 0.188; 0.443; 0.169;18.518;20.076;17.308;18.389; 1.176;051.0820;+55.2830
 446664989492689664;CWNU_483; 0.83;  N;051.0821;+54.6505; 0.099; 0.071; -1.133; 0.073; 0.396; 0.075;16.987;17.819;16.091;17.100; 0.925;051.0821;+54.6505
 446878088589876608;CWNU_483; 0.92;  N;051.0848;+54.8137; 0.360; 0.205; -1.134; 0.240; 0.373; 0.225;18.799;20.155;17.721;18.972; 1.123;051.0848;+54.8137
 446665019552248064;CWNU_483; 0.65;  N;051.0856;+54.6537; 0.528; 0.125; -1.058; 0.129; 0.400; 0.128;17.831;18.858;16.833;18.080; 1.062;051.0856;+54.6537
 446883002032417280;CWNU_483; 0.94;  N;051.1018;+54.9777; 0.270; 0.024; -1.013; 0.029; 0.409; 0.027;14.982;15.602;14.168;14.949; 0.805;051.1018;+54.9777
 446908806195847296;CWNU_483; 0.60;  N;051.1021;+55.2983; 0.138; 0.125; -0.811; 0.134; 0.513; 0.124;17.924;19.045;16.906;17.795; 0.984;051.1021;+55.2983
 446878294748293760;CWNU_483; 0.97;  N;051.1032;+54.8512; 0.372; 0.030; -1.121; 0.033; 0.465; 0.033;15.484;16.120;14.700;15.570; 0.806;051.1032;+54.8512
 446878294748296320;CWNU_483; 0.90;  N;051.1085;+54.8433; 0.464; 0.024; -1.240; 0.026; 0.451; 0.026;14.902;15.577;14.086;14.988; 0.838;051.1085;+54.8433
 446884479501161856;CWNU_483; 0.64;  N;051.1186;+54.9917; 0.079; 0.102; -1.017; 0.130; 0.504; 0.109;17.691;19.114;16.555;17.658; 1.128;051.1186;+54.9917
 446878226028820736;CWNU_483; 0.96;  N;051.1249;+54.8350; 0.332; 0.051; -1.190; 0.058; 0.461; 0.055;16.527;17.306;15.643;16.613; 0.906;051.1249;+54.8350
 446882143038966912;CWNU_483; 0.70; BS;051.1262;+54.9385; 0.109; 0.012; -0.933; 0.015; 0.464; 0.015;12.553;13.174;11.782;12.522; 0.763;051.1262;+54.9385
 446878226028820992;CWNU_483; 0.57;  N;051.1284;+54.8337; 0.475; 0.014; -0.817; 0.016; 0.441; 0.016;13.595;14.210;12.787;13.682; 0.830;051.1284;+54.8337
 446878260388556672;CWNU_483; 0.94;  N;051.1313;+54.8404; 0.470; 0.051; -1.127; 0.060; 0.475; 0.055;16.512;17.298;15.638;16.599; 0.896;051.1313;+54.8404
 446877951150920576;CWNU_483; 0.94;  N;051.1341;+54.8099; 0.435; 0.052; -1.131; 0.057; 0.486; 0.055;16.470;17.267;15.581;16.556; 0.912;051.1341;+54.8099
 446882074319491584;CWNU_483; 0.85;  N;051.1357;+54.9333; 0.426; 0.035; -0.906; 0.039; 0.452; 0.038;15.766;16.556;14.874;15.736; 0.884;051.1357;+54.9333
 446878019870392960;CWNU_483; 0.96;  N;051.1403;+54.8221; 0.391; 0.032; -1.109; 0.036; 0.448; 0.036;15.574;16.247;14.765;15.661; 0.832;051.1403;+54.8221
 446884823098538240;CWNU_483; 0.93;  N;051.1491;+55.0156; 0.281; 0.191; -0.993; 0.247; 0.432; 0.214;18.815;20.128;17.664;18.697; 1.121;051.1491;+55.0156
 446665161291106176;CWNU_483; 0.63;  N;051.1500;+54.6742; 0.476; 0.070; -1.015; 0.068; 0.376; 0.068;16.666;17.582;15.721;16.870; 0.998;051.1500;+54.6742
 446882108679227520;CWNU_483; 0.71;  N;051.1527;+54.9347; 0.191; 0.027; -0.958; 0.031; 0.496; 0.030;15.336;16.034;14.501;15.305; 0.827;051.1527;+54.9347
 446904270710408960;CWNU_483; 0.55;  N;051.1563;+55.1770; 0.514; 0.067; -1.055; 0.079; 0.391; 0.068;16.981;17.847;16.059;16.844; 0.887;051.1563;+55.1770
 446884616940107648;CWNU_483; 0.74;  N;051.1597;+55.0142; 0.152; 0.067; -0.948; 0.078; 0.371; 0.076;17.013;17.928;16.042;16.895; 0.940;051.1597;+55.0142
 446878741424882816;CWNU_483; 0.91;  N;051.1605;+54.8743; 0.189; 0.021; -1.129; 0.025; 0.431; 0.024;14.813;15.555;13.952;14.924; 0.890;051.1605;+54.8743
 446877985510654208;CWNU_483; 0.84;  N;051.1619;+54.8189; 0.425; 0.058; -1.211; 0.068; 0.370; 0.062;16.614;17.435;15.717;16.701; 0.919;051.1619;+54.8189
 446658632941183360;CWNU_483; 0.88;  N;051.1632;+54.4853; 0.445; 0.108; -0.954; 0.100; 0.476; 0.114;17.658;18.765;16.634;17.751; 1.048;051.1632;+54.4853
 446881902520799488;CWNU_483; 0.95;  N;051.1681;+54.9252; 0.437; 0.051; -1.082; 0.055; 0.475; 0.054;16.496;17.225;15.650;16.465; 0.838;051.1681;+54.9252
 446878672705406592;CWNU_483; 0.94;  N;051.1682;+54.8696; 0.293; 0.044; -1.095; 0.052; 0.378; 0.049;16.396;17.214;15.496;16.507; 0.929;051.1682;+54.8696
 446877160876938752;CWNU_483; 0.73;  N;051.1747;+54.7969; 0.253; 0.038; -0.906; 0.044; 0.489; 0.041;15.968;16.678;15.129;16.054; 0.861;051.1747;+54.7969
 446643995692752384;CWNU_483; 0.65;  N;051.1752;+54.3088; 0.123; 0.075; -1.359; 0.077; 0.317; 0.079;17.127;17.863;16.269;17.116; 0.855;051.1752;+54.3088
 446884548220632320;CWNU_483; 0.77;  N;051.1768;+55.0038; 0.256; 0.036; -0.819; 0.040; 0.401; 0.039;15.600;16.572;14.599;15.482; 0.971;051.1768;+55.0038
 446883379989546368;CWNU_483; 0.77;  N;051.1784;+54.9308; 0.268; 0.017; -0.835; 0.019; 0.392; 0.018;14.063;14.752;13.231;14.032; 0.824;051.1784;+54.9308
 446883375691162368;CWNU_483; 0.59;  N;051.1816;+54.9390; 0.219; 0.075; -1.035; 0.089; 0.539; 0.082;17.359;18.390;16.369;17.328; 0.982;051.1816;+54.9390
 446664267937913728;CWNU_483; 0.84;  N;051.1839;+54.6318; 0.126; 0.027; -1.116; 0.026; 0.404; 0.028;15.149;15.850;14.317;15.327; 0.877;051.1839;+54.6318
 446877607553531136;CWNU_483; 0.69;  N;051.1866;+54.8166; 0.535; 0.018; -1.224; 0.021; 0.423; 0.020;14.221;14.933;13.384;14.308; 0.859;051.1866;+54.8166
 446878569626189952;CWNU_483; 0.92;  N;051.1914;+54.8706; 0.343; 0.046; -1.127; 0.054; 0.368; 0.051;16.490;17.375;15.559;16.663; 0.976;051.1914;+54.8706
 446883414349277056;CWNU_483; 0.92;  N;051.2013;+54.9535; 0.189; 0.082; -1.092; 0.087; 0.424; 0.083;17.341;18.342;16.377;17.217; 0.933;051.2013;+54.9535
 446644025752841472;CWNU_483; 0.61;  N;051.2016;+54.3028; 0.264; 0.115; -1.350; 0.119; 0.360; 0.117;17.874;18.893;16.873;17.904; 1.009;051.2016;+54.3028
 446884956239189760;CWNU_483; 0.89;  N;051.2047;+55.0305; 0.320; 0.098; -1.302; 0.117; 0.408; 0.110;17.679;18.751;16.672;17.525; 0.967;051.2047;+55.0305
 446880287613099904;CWNU_483; 0.95;  N;051.2095;+54.9033; 0.257; 0.064; -1.076; 0.077; 0.415; 0.069;17.104;17.993;16.131;17.119; 0.977;051.2095;+54.9033
 446663988760053248;CWNU_483; 0.89;  N;051.2100;+54.6039; 0.476; 0.089; -1.031; 0.086; 0.439; 0.099;17.477;18.554;16.459;17.654; 1.063;051.2100;+54.6039
 446883345629801856;CWNU_483; 0.80;  N;051.2102;+54.9466; 0.176; 0.017; -1.206; 0.019; 0.358; 0.018;13.928;14.600;13.114;13.803; 0.781;051.2102;+54.9466
 446877637614813184;CWNU_483; 0.71;  N;051.2115;+54.8290; 0.137; 0.141; -1.371; 0.174; 0.369; 0.156;18.285;19.591;17.189;18.458; 1.140;051.2115;+54.8290
 446883444411939456;CWNU_483; 0.80;  N;051.2210;+54.9508; 0.342; 0.127; -0.916; 0.155; 0.374; 0.139;18.044;19.070;17.078;17.920; 0.934;051.2210;+54.9508
 446883551788225280;CWNU_483; 0.67;  N;051.2249;+54.9676; 0.077; 0.097; -0.881; 0.118; 0.451; 0.111;17.711;18.983;16.445;17.587; 1.234;051.2249;+54.9676
 446880081454674560;CWNU_483; 0.63;  N;051.2336;+54.8838; 0.177; 0.028; -0.896; 0.034; 0.352; 0.032;13.583;14.297;12.736;13.598; 0.851;051.2336;+54.8838
 446880493771520000;CWNU_483; 0.77;  N;051.2371;+54.9310; 0.081; 0.072; -0.984; 0.085; 0.434; 0.079;17.289;18.252;16.293;17.258; 0.988;051.2371;+54.9310
 446880115814406528;CWNU_483; 0.94;  N;051.2419;+54.9000; 0.365; 0.021; -1.071; 0.024; 0.401; 0.023;14.760;15.426;13.952;14.730; 0.800;051.2419;+54.9000
 446880493771515136;CWNU_483; 0.92;  N;051.2443;+54.9461; 0.264; 0.129; -0.994; 0.140; 0.393; 0.144;18.041;19.349;16.878;17.971; 1.145;051.2443;+54.9461
 446883478770389120;CWNU_483; 0.95;  N;051.2445;+54.9562; 0.281; 0.157; -1.126; 0.194; 0.392; 0.190;18.487;20.075;17.257;18.417; 1.212;051.2445;+54.9562
 446880425052043392;CWNU_483; 0.80;  N;051.2462;+54.9275; 0.215; 0.021; -0.956; 0.025; 0.363; 0.023;14.618;15.858;13.512;14.587; 1.097;051.2462;+54.9275
 446880936149764736;CWNU_483; 0.78;  N;051.2803;+54.9748; 0.269; 0.089; -0.823; 0.108; 0.406; 0.097;17.441;18.863;16.274;17.323; 1.137;051.2803;+54.9748
 235065827853784960; NGC_752; 0.90;  N;051.3120;+38.5770; 9.168; 0.157;-12.175; 0.120; 2.191; 0.132;17.866;19.306;16.705;17.585; 1.089;051.3119;+38.5771
 446880661271841024;CWNU_483; 0.80;  N;051.3269;+54.9535; 0.413; 0.067; -1.206; 0.080; 0.353; 0.073;17.054;18.005;16.061;16.930; 0.961;051.3269;+54.9535
 446647770964618752;CWNU_483; 0.52;  N;051.3329;+54.4904; 0.115; 0.125; -1.569; 0.114; 0.337; 0.120;17.749;18.750;16.767;17.842; 1.006;051.3329;+54.4904
 446879153741730944;CWNU_483; 0.94;  N;051.3338;+54.8807; 0.287; 0.026; -0.987; 0.029; 0.430; 0.028;15.181;15.838;14.380;14.977; 0.749;051.3338;+54.8807
 446691201673280512;CWNU_483; 0.52;  N;051.3469;+54.8185; 0.142; 0.104; -1.160; 0.115; 0.504; 0.120;17.917;19.121;16.714;17.811; 1.175;051.3469;+54.8185
 446906641532310272;CWNU_483; 0.84;  N;051.3491;+55.3125; 0.390; 0.206; -1.182; 0.230; 0.388; 0.208;18.799;20.208;17.586;18.662; 1.178;051.3491;+55.3125
 446890110199976320;CWNU_483; 0.66;  N;051.3532;+55.0696; 0.269; 0.193; -0.913; 0.233; 0.525; 0.207;18.751;20.310;17.531;18.612; 1.184;051.3532;+55.0696
 446641109474704384;CWNU_483; 0.58;  N;051.3543;+54.3027; 0.133; 0.122; -1.034; 0.127; 0.489; 0.133;18.009;18.843;17.108;17.997; 0.898;051.3543;+54.3027
 446886678524401024;CWNU_483; 0.81;  N;051.3703;+54.9885; 0.313; 0.062; -0.866; 0.072; 0.461; 0.067;16.789;17.887;15.749;16.650; 1.004;051.3703;+54.9885
 446879497339106560;CWNU_483; 0.95;  N;051.3807;+54.8951; 0.333; 0.049; -1.157; 0.062; 0.395; 0.056;16.456;17.401;15.476;16.252; 0.927;051.3807;+54.8951
 446691515210421632;CWNU_483; 0.71;  N;051.4025;+54.8468; 0.126; 0.047; -0.947; 0.054; 0.464; 0.056;16.436;17.442;15.447;16.331; 0.962;051.4025;+54.8468
 446670276595143680;CWNU_483; 0.55;  N;051.4294;+54.4722; 0.329; 0.129; -0.887; 0.122; 0.388; 0.127;17.873;18.751;16.915;17.862; 0.956;051.4294;+54.4722
 446646602735440128;CWNU_483; 0.77;  N;051.4319;+54.4467; 0.085; 0.169; -1.252; 0.167; 0.396; 0.175;18.267;19.212;17.266;18.360; 1.025;051.4319;+54.4467
 446689969022375680;CWNU_483; 0.76;  N;051.4544;+54.7793; 0.386; 0.062; -0.913; 0.070; 0.389; 0.066;16.865;17.663;15.975;16.844; 0.885;051.4544;+54.7793
 446887193920457344;CWNU_483; 0.56;  N;051.4733;+55.0376; 0.543; 0.024; -0.865; 0.028; 0.464; 0.026;14.910;15.717;14.013;14.772; 0.861;051.4733;+55.0376
 446643239778398336;CWNU_483; 0.85;  N;051.4983;+54.3915; 0.327; 0.225; -1.180; 0.221; 0.378; 0.225;18.883;19.999;17.878;18.976; 1.029;051.4983;+54.3915
 124513472733050752; NGC_752; 1.00;  N;051.5628;+32.2326; 9.700; 0.025;-12.259; 0.022; 2.290; 0.022;11.303;11.786;10.645;10.871; 0.547;051.5627;+32.2327
 120572616900609664; NGC_752; 0.63;  N;051.6248;+29.4492; 7.619; 0.019;-13.109; 0.014; 2.302; 0.017;13.382;14.012;12.613;12.950; 0.658;051.6248;+29.4493
 446888774468647040;CWNU_483; 0.57;  N;051.6585;+55.1467; 0.148; 0.023; -0.854; 0.026; 0.398; 0.024;14.870;15.436;14.132;14.731; 0.702;051.6585;+55.1467
 446680794972208768;CWNU_483; 0.53;  N;051.7075;+54.7750; 0.248; 0.089; -0.822; 0.116; 0.447; 0.099;17.596;19.125;16.394;17.408; 1.153;051.7075;+54.7750
 235245121264589312; NGC_752; 0.92;  N;051.7759;+39.2098;10.907; 0.036;-11.402; 0.028; 2.299; 0.034;15.344;16.080;14.512;15.063; 0.759;051.7758;+39.2099
 117990486858648704; NGC_752; 0.87;  N;051.8702;+27.4177; 8.695; 0.020;-13.294; 0.017; 2.399; 0.017;13.617;14.107;12.959;13.179; 0.545;051.8702;+27.4178
 446683165794117760;CWNU_483; 0.85;  N;051.9109;+54.9022; 0.285; 0.136; -0.950; 0.144; 0.396; 0.146;18.068;19.071;17.073;17.880; 0.946;051.9109;+54.9022
 249129891543731584; NGC_752; 0.85;  N;051.9397;+47.8092; 8.995; 0.033;-12.225; 0.031; 2.341; 0.033;14.908;15.785;13.984;14.635; 0.853;051.9396;+47.8093
 446678522929669376;CWNU_483; 0.73;  N;051.9599;+54.7663; 0.440; 0.104; -0.963; 0.121; 0.512; 0.114;17.689;18.748;16.672;17.520; 0.974;051.9599;+54.7663
 446676603084149376;CWNU_483; 0.89;  N;051.9707;+54.6459; 0.415; 0.126; -1.050; 0.139; 0.433; 0.135;18.112;19.286;17.040;18.066; 1.060;051.9707;+54.6459
 446627807955695360;CWNU_483; 0.61;  N;051.9821;+54.5730; 0.142; 0.242; -1.029; 0.233; 0.461; 0.228;18.952;20.339;17.792;18.906; 1.148;051.9821;+54.5730
 446676701863491200;CWNU_483; 0.61;  N;051.9846;+54.6685; 0.106; 0.178; -0.977; 0.230; 0.523; 0.184;18.667;19.727;17.651;18.621; 1.004;051.9846;+54.6685
 446678458509979776;CWNU_483; 0.57;  N;052.0112;+54.7726; 0.323; 0.079; -0.881; 0.091; 0.527; 0.088;17.395;18.427;16.389;17.224; 0.963;052.0112;+54.7726
 448196849707517312;CWNU_483; 0.60;  N;052.0238;+55.0098; 0.372; 0.048; -1.076; 0.050; 0.351; 0.049;16.372;17.256;15.422;16.184; 0.902;052.0238;+55.0098
 446677221559416576;CWNU_483; 0.62;  N;052.0322;+54.6943; 0.517; 0.027; -1.111; 0.030; 0.420; 0.030;15.305;15.920;14.534;15.258; 0.759;052.0322;+54.6943
 222277343687816320; NGC_752; 1.00;  N;052.1974;+36.2519; 9.977; 0.145;-12.022; 0.113; 2.414; 0.119;17.708;19.169;16.500;17.427; 1.135;052.1973;+36.2520
 221857703906297088; NGC_752; 1.00;  N;052.3065;+34.9262; 9.173; 0.143;-11.982; 0.123; 2.268; 0.127;17.742;18.961;16.636;17.461; 1.034;052.3065;+34.9263
  67859422421307008; NGC_752; 1.00;  N;052.4633;+23.0279; 9.784; 0.034;-12.371; 0.026; 2.198; 0.032;14.025;14.669;13.246;13.572; 0.663;052.4633;+23.0280
 234920005123754624; NGC_752; 0.98;  N;052.8723;+38.4512; 9.309; 0.021;-12.128; 0.016; 2.172; 0.018;11.953;12.291;11.444;11.673; 0.437;052.8722;+38.4513
 236732863575003264; NGC_752; 1.00;  N;052.9478;+39.8323; 9.680; 0.119;-12.069; 0.091; 2.171; 0.106;17.256;18.271;15.989;16.976; 1.195;052.9477;+39.8324
 222455464569745792; NGC_752; 0.92;  N;052.9870;+36.3652; 9.749; 0.118;-12.377; 0.095; 2.111; 0.105;16.939;17.831;15.631;16.659; 1.236;052.9869;+36.3653
 249861062477484416; CWNU_17; 0.71;  N;055.7584;+50.5837; 0.753; 0.200; -1.424; 0.161; 0.355; 0.176;18.537;19.534;17.611;18.721; 0.974;055.7584;+50.5837
 249861204213852544; CWNU_17; 0.90;  N;055.7880;+50.5989; 0.885; 0.146; -1.260; 0.117; 0.348; 0.139;18.130;19.029;17.209;18.314; 0.968;055.7880;+50.5989
 249860139062285824; CWNU_17; 0.95;  N;055.8409;+50.5657; 0.793; 0.035; -1.322; 0.033; 0.323; 0.033;15.635;16.145;14.948;15.819; 0.734;055.8409;+50.5657
 251381240379723136; CWNU_17; 0.99;  N;055.8529;+50.9481; 0.762; 0.073; -1.242; 0.066; 0.396; 0.071;17.101;18.024;16.142;17.059; 0.948;055.8529;+50.9481
 249860134764499072; CWNU_17; 0.91;  N;055.8565;+50.5676; 0.724; 0.227; -1.330; 0.177; 0.309; 0.214;18.792;19.558;17.908;18.976; 0.931;055.8565;+50.5676
 249861749669384704; CWNU_17; 0.72;  N;055.8638;+50.6506; 0.809; 0.170; -1.417; 0.130; 0.331; 0.155;18.312;19.219;17.390;18.496; 0.970;055.8638;+50.6506
 251382717848483840; CWNU_17; 0.97;  N;055.8808;+50.9529; 0.802; 0.170; -1.243; 0.157; 0.314; 0.178;18.531;19.513;17.536;18.490; 0.984;055.8808;+50.9529
 251376773613532544; CWNU_17; 0.85;  N;055.8967;+50.8369; 0.759; 0.190; -1.381; 0.162; 0.252; 0.171;18.429;19.541;17.407;18.388; 1.011;055.8967;+50.8369
 251382546049793024; CWNU_17; 0.96;  N;055.8984;+50.9530; 0.805; 0.114; -1.162; 0.113; 0.379; 0.115;17.724;18.756;16.720;17.683; 0.994;055.8984;+50.9530
 251362862220582656; CWNU_17; 0.51;  N;055.9361;+50.6704; 0.631; 0.041; -1.325; 0.035; 0.384; 0.037;15.780;16.258;15.122;15.961; 0.704;055.9361;+50.6704
 249857111107416448; CWNU_17; 0.94;  N;055.9737;+50.5342; 0.797; 0.080; -1.286; 0.069; 0.243; 0.078;17.167;17.878;16.330;17.329; 0.878;055.9737;+50.5342
 251363274537430784; CWNU_17; 0.55;  N;055.9798;+50.6991; 0.702; 0.183; -1.164; 0.134; 0.316; 0.157;18.383;19.243;17.464;18.523; 0.955;055.9798;+50.6991
 249668239923856768; CWNU_17; 0.96;  N;056.0133;+50.4500; 0.771; 0.057; -1.287; 0.053; 0.287; 0.060;16.657;17.280;15.878;16.819; 0.821;056.0133;+50.4500
 251358288077251584; CWNU_17; 0.94;  N;056.0152;+50.5556; 0.734; 0.127; -1.305; 0.100; 0.288; 0.109;17.815;18.669;16.919;17.996; 0.942;056.0152;+50.5556
 251388013548934272; CWNU_17; 0.79;  N;056.0586;+50.9868; 0.910; 0.116; -1.303; 0.106; 0.203; 0.109;17.892;18.816;16.959;17.916; 0.939;056.0586;+50.9868
 251358876490935936; CWNU_17; 0.96;  N;056.0634;+50.6048; 0.813; 0.067; -1.197; 0.056; 0.388; 0.062;16.774;17.439;15.972;16.915; 0.838;056.0634;+50.6048
